0.00000;288.150;101325;122.500;340.294
500.000;287.825;100726;121.913;340.102
100.000;287.500;100129;121.328;339.910
150.000;287.175;99536.0;120.746;339.718
200.000;286.850;98945.3;120.165;339.526
250.000;286.525;98357.5;119.587;339.333
300.000;286.200;97772.6;119.011;339.141
350.000;285.875;97190.4;118.436;338.948
400.000;285.550;96611.1;117.864;338.755
450.000;285.225;96034.6;117.295;338.563
500.000;284.900;95460.8;116.727;338.370
550.000;284.575;94889.9;116.161;338.177
600.000;284.250;94321.7;115.598;337.983
650.000;283.925;93756.2;115.036;337.790
700.000;283.600;93193.6;114.477;337.597
750.000;283.275;92633.6;113.920;337.403
800.000;282.950;92076.4;113.364;337.210
850.000;282.625;91521.9;112.811;337.016
900.000;282.300;90970.1;112.260;336.822
950.000;281.975;90421.0;111.711;336.628
1000.00;281.650;89874.6;111.164;336.434
1050.00;281.325;89330.8;110.619;336.240
1100.00;281.000;88789.8;110.077;336.046
1150.00;280.675;88251.3;109.536;335.851
1200.00;280.350;87715.6;108.997;335.657
1250.00;280.025;87182.5;108.460;335.462
1300.00;279.700;86651.9;107.925;335.267
1350.00;279.375;86124.1;107.393;335.073
1400.00;279.050;85598.8;106.862;334.878
1450.00;278.725;85076.1;106.333;334.683
1500.00;278.400;84556.0;105.807;334.487
1550.00;278.075;84038.5;105.282;334.292
1600.00;277.750;83523.5;104.759;334.097
1650.00;277.425;83011.1;104.239;333.901
1700.00;277.100;82501.3;103.720;333.705
1750.00;276.775;81994.0;103.203;333.510
1800.00;276.450;81489.2;102.688;333.314
1850.00;276.125;80987.0;102.176;333.118
1900.00;275.800;80487.2;101.665;332.922
1950.00;275.475;79990.0;101.156;332.726
2000.00;275.150;79495.2;100.649;332.529
2050.00;274.825;79002.9;100.144;332.333
2100.00;274.500;78513.1;0.996410;332.136
2150.00;274.175;78025.8;0.991399;331.940
2200.00;273.850;77540.9;0.986407;331.743
2250.00;273.525;77058.5;0.981435;331.546
2300.00;273.200;76578.4;0.976481;331.349
2350.00;272.875;76100.9;0.971547;331.152
2400.00;272.550;75625.7;0.966632;330.954
2450.00;272.225;75152.9;0.961736;330.757
2500.00;271.900;74682.5;0.956859;330.560
2550.00;271.575;74214.5;0.952001;330.362
2600.00;271.250;73748.9;0.947162;330.164
2650.00;270.925;73285.7;0.942341;329.966
2700.00;270.600;72824.8;0.937540;329.768
